Plot,Side,Quadrat,Cohort,Rotation,Block,Herbicide,Corn_weed_management,Crop,Crop_ID,Total,Female,Male,Unknown,ID,Year,Number_begin,Total_sexed
34,E,3,3,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_3_3,2019,0,0
34,E,3,4,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_3_4,2019,0,0
34,E,3,5,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_3_5,2019,0,0
34,E,3,6,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_3_6,2019,0,0
34,E,4,1,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_4_1,2019,0,0
34,E,4,2,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_4_2,2019,0,0
34,E,4,3,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_4_3,2019,0,0
34,E,4,4,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_4_4,2019,0,0
34,E,4,5,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_4_5,2019,0,0
34,E,4,6,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_4_6,2019,0,0
34,E,5,1,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_5_1,2019,0,0
34,E,5,2,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_5_2,2019,0,0
34,E,5,3,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_5_3,2019,0,0
34,E,5,4,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_5_4,2019,0,0
34,E,5,5,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_5_5,2019,0,0
34,E,5,6,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_5_6,2019,0,0
34,E,6,2,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_6_2,2019,0,0
34,E,6,3,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_6_3,2019,0,0
34,E,6,4,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_6_4,2019,0,0
34,E,6,5,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_6_5,2019,0,0
34,E,6,6,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_6_6,2019,0,0
34,E,7,4,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_7_4,2019,0,0
34,E,7,5,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_7_5,2019,0,0
34,E,7,6,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_7_6,2019,0,0
34,E,8,1,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_8_1,2019,0,0
34,E,8,2,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_8_2,2019,0,0
34,E,8,3,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_8_3,2019,0,0
34,E,8,4,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_8_4,2019,0,0
34,E,8,5,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_8_5,2019,0,0
34,E,8,6,2-year,3,conv,conv,soybean,S2,0,0,0,0,34_E_8_6,2019,0,0
34,W,1,1,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_1_1,2019,0,0
34,W,1,2,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_1_2,2019,0,0
34,W,1,3,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_1_3,2019,0,0
34,W,1,4,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_1_4,2019,0,0
34,W,1,5,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_1_5,2019,0,0
34,W,1,6,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_1_6,2019,0,0
34,W,2,2,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_2_2,2019,0,0
34,W,2,3,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_2_3,2019,0,0
34,W,2,4,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_2_4,2019,0,0
34,W,2,5,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_2_5,2019,0,0
34,W,2,6,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_2_6,2019,0,0
34,W,3,1,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_3_1,2019,0,0
34,W,3,2,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_3_2,2019,0,0
34,W,3,3,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_3_3,2019,0,0
34,W,3,4,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_3_4,2019,0,0
34,W,3,5,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_3_5,2019,0,0
34,W,3,6,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_3_6,2019,0,0
34,W,4,2,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_4_2,2019,0,0
34,W,4,3,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_4_3,2019,0,0
34,W,4,4,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_4_4,2019,0,0
34,W,4,5,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_4_5,2019,0,0
34,W,4,6,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_4_6,2019,0,0
34,W,5,2,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_5_2,2019,0,0
34,W,5,3,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_5_3,2019,0,0
34,W,5,4,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_5_4,2019,0,0
34,W,5,5,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_5_5,2019,0,0
34,W,5,6,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_5_6,2019,0,0
34,W,6,1,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_6_1,2019,0,0
34,W,6,3,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_6_3,2019,0,0
34,W,6,4,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_6_4,2019,0,0
34,W,6,5,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_6_5,2019,0,0
34,W,6,6,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_6_6,2019,0,0
34,W,7,2,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_7_2,2019,0,0
34,W,7,3,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_7_3,2019,0,0
34,W,7,4,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_7_4,2019,0,0
34,W,7,5,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_7_5,2019,0,0
34,W,7,6,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_7_6,2019,0,0
34,W,8,1,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_8_1,2019,0,0
34,W,8,2,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_8_2,2019,0,0
34,W,8,3,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_8_3,2019,0,0
34,W,8,4,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_8_4,2019,0,0
34,W,8,5,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_8_5,2019,0,0
34,W,8,6,2-year,3,conv,low,soybean,S2,0,0,0,0,34_W_8_6,2019,0,0
35,E,1,3,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_1_3,2019,0,0
35,E,1,5,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_1_5,2019,0,0
35,E,1,6,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_1_6,2019,0,0
35,E,2,6,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_2_6,2019,0,0
35,E,3,5,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_3_5,2019,0,0
35,E,3,6,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_3_6,2019,0,0
35,E,4,4,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_4_4,2019,0,0
35,E,4,5,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_4_5,2019,0,0
35,E,4,6,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_4_6,2019,0,0
35,E,5,5,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_5_5,2019,0,0
35,E,5,6,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_5_6,2019,0,0
35,E,6,4,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_6_4,2019,0,0
35,E,6,5,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_6_5,2019,0,0
35,E,6,6,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_6_6,2019,0,0
35,E,7,4,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_7_4,2019,0,0
35,E,7,5,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_7_5,2019,0,0
35,E,7,6,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_7_6,2019,0,0
35,E,8,4,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_8_4,2019,0,0
35,E,8,5,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_8_5,2019,0,0
35,E,8,6,2-year,3,conv,conv,corn,C2,0,0,0,0,35_E_8_6,2019,0,0
35,W,1,5,2-year,3,low,low,corn,C2,0,0,0,0,35_W_1_5,2019,0,0
35,W,1,6,2-year,3,low,low,corn,C2,0,0,0,0,35_W_1_6,2019,0,0
35,W,2,4,2-year,3,low,low,corn,C2,0,0,0,0,35_W_2_4,2019,0,0
35,W,2,5,2-year,3,low,low,corn,C2,0,0,0,0,35_W_2_5,2019,0,0
35,W,2,6,2-year,3,low,low,corn,C2,0,0,0,0,35_W_2_6,2019,0,0
35,W,2,3,2-year,3,low,low,corn,C2,0,0,0,0,35_W_2_3,2019,0,0
35,W,3,4,2-year,3,low,low,corn,C2,0,0,0,0,35_W_3_4,2019,0,0
35,W,3,5,2-year,3,low,low,corn,C2,0,0,0,0,35_W_3_5,2019,0,0
35,W,3,6,2-year,3,low,low,corn,C2,0,0,0,0,35_W_3_6,2019,0,0
35,W,4,4,2-year,3,low,low,corn,C2,0,0,0,0,35_W_4_4,2019,0,0
35,W,4,5,2-year,3,low,low,corn,C2,0,0,0,0,35_W_4_5,2019,0,0
35,W,4,6,2-year,3,low,low,corn,C2,0,0,0,0,35_W_4_6,2019,0,0
35,W,5,4,2-year,3,low,low,corn,C2,0,0,0,0,35_W_5_4,2019,0,0
35,W,5,5,2-year,3,low,low,corn,C2,0,0,0,0,35_W_5_5,2019,0,0
35,W,5,6,2-year,3,low,low,corn,C2,0,0,0,0,35_W_5_6,2019,0,0
35,W,6,4,2-year,3,low,low,corn,C2,0,0,0,0,35_W_6_4,2019,0,0
35,W,6,6,2-year,3,low,low,corn,C2,0,0,0,0,35_W_6_6,2019,0,0
35,W,7,4,2-year,3,low,low,corn,C2,0,0,0,0,35_W_7_4,2019,0,0
35,W,7,5,2-year,3,low,low,corn,C2,0,0,0,0,35_W_7_5,2019,0,0
35,W,7,6,2-year,3,low,low,corn,C2,0,0,0,0,35_W_7_6,2019,0,0
35,W,8,4,2-year,3,low,low,corn,C2,0,0,0,0,35_W_8_4,2019,0,0
35,W,8,5,2-year,3,low,low,corn,C2,0,0,0,0,35_W_8_5,2019,0,0
35,W,8,6,2-year,3,low,low,corn,C2,0,0,0,0,35_W_8_6,2019,0,0
36,E,1,1,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_1_1,2019,0,0
36,E,1,2,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_1_2,2019,0,0
36,E,1,3,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_1_3,2019,0,0
36,E,1,4,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_1_4,2019,0,0
36,E,1,5,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_1_5,2019,0,0
36,E,2,1,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_2_1,2019,0,0
36,E,2,2,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_2_2,2019,0,0
36,E,2,3,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_2_3,2019,0,0
36,E,2,4,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_2_4,2019,0,0
36,E,2,5,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_2_5,2019,0,0
36,E,3,1,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_3_1,2019,0,0
36,E,3,2,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_3_2,2019,0,0
36,E,3,3,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_3_3,2019,0,0
36,E,3,4,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_3_4,2019,0,0
36,E,3,5,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_3_5,2019,0,0
36,E,4,1,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_4_1,2019,0,0
36,E,4,2,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_4_2,2019,0,0
36,E,4,3,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_4_3,2019,0,0
36,E,4,4,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_4_4,2019,0,0
36,E,4,5,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_4_5,2019,0,0
36,E,5,1,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_5_1,2019,0,0
36,E,5,2,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_5_2,2019,0,0
36,E,5,3,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_5_3,2019,0,0
36,E,5,4,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_5_4,2019,0,0
36,E,5,5,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_5_5,2019,0,0
36,E,6,1,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_6_1,2019,0,0
36,E,6,2,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_6_2,2019,0,0
36,E,6,3,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_6_3,2019,0,0
36,E,6,4,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_6_4,2019,0,0
36,E,6,5,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_6_5,2019,0,0
36,E,7,1,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_7_1,2019,0,0
36,E,7,2,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_7_2,2019,0,0
36,E,7,3,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_7_3,2019,0,0
36,E,7,4,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_7_4,2019,0,0
36,E,7,5,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_7_5,2019,0,0
36,E,8,1,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_8_1,2019,0,0
36,E,8,2,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_8_2,2019,0,0
36,E,8,3,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_8_3,2019,0,0
36,E,8,4,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_8_4,2019,0,0
36,E,8,5,3-year,3,conv,conv,soybean,S3,0,0,0,0,36_E_8_5,2019,0,0
36,W,1,1,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_1_1,2019,0,0
36,W,1,2,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_1_2,2019,0,0
36,W,1,3,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_1_3,2019,0,0
36,W,1,4,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_1_4,2019,0,0
36,W,1,5,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_1_5,2019,0,0
36,W,1,6,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_1_6,2019,0,0
36,W,2,1,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_2_1,2019,0,0
36,W,2,2,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_2_2,2019,0,0
36,W,2,3,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_2_3,2019,0,0
36,W,2,4,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_2_4,2019,0,0
36,W,2,5,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_2_5,2019,0,0
36,W,2,6,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_2_6,2019,0,0
36,W,3,1,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_3_1,2019,0,0
36,W,3,2,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_3_2,2019,0,0
36,W,3,3,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_3_3,2019,0,0
36,W,3,4,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_3_4,2019,0,0
36,W,3,5,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_3_5,2019,0,0
36,W,3,6,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_3_6,2019,0,0
36,W,4,1,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_4_1,2019,0,0
36,W,4,2,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_4_2,2019,0,0
36,W,4,3,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_4_3,2019,0,0
36,W,4,4,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_4_4,2019,0,0
36,W,4,5,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_4_5,2019,0,0
36,W,4,6,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_4_6,2019,0,0
36,W,5,1,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_5_1,2019,0,0
36,W,5,2,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_5_2,2019,0,0
36,W,5,3,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_5_3,2019,0,0
36,W,5,4,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_5_4,2019,0,0
36,W,5,5,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_5_5,2019,0,0
36,W,5,6,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_5_6,2019,0,0
36,W,6,1,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_6_1,2019,0,0
36,W,6,2,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_6_2,2019,0,0
36,W,6,3,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_6_3,2019,0,0
36,W,6,4,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_6_4,2019,0,0
36,W,6,5,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_6_5,2019,0,0
36,W,6,6,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_6_6,2019,0,0
36,W,7,1,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_7_1,2019,0,0
36,W,7,2,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_7_2,2019,0,0
36,W,7,3,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_7_3,2019,0,0
36,W,7,4,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_7_4,2019,0,0
36,W,7,5,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_7_5,2019,0,0
36,W,7,6,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_7_6,2019,0,0
36,W,8,1,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_8_1,2019,0,0
36,W,8,2,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_8_2,2019,0,0
36,W,8,3,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_8_3,2019,0,0
36,W,8,4,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_8_4,2019,0,0
36,W,8,5,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_8_5,2019,0,0
36,W,8,6,3-year,3,conv,low,soybean,S3,0,0,0,0,36_W_8_6,2019,0,0
37,E,1,1,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_1_1,2019,0,0
37,E,1,2,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_1_2,2019,0,0
37,E,1,3,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_1_3,2019,0,0
37,E,1,4,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_1_4,2019,0,0
37,E,1,5,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_1_5,2019,0,0
37,E,1,6,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_1_6,2019,0,0
37,E,2,1,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_2_1,2019,0,0
37,E,2,2,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_2_2,2019,0,0
37,E,2,3,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_2_3,2019,0,0
37,E,2,4,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_2_4,2019,0,0
37,E,2,5,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_2_5,2019,0,0
37,E,2,6,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_2_6,2019,0,0
37,E,3,1,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_3_1,2019,0,0
37,E,3,2,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_3_2,2019,0,0
37,E,3,3,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_3_3,2019,0,0
37,E,3,4,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_3_4,2019,0,0
37,E,3,5,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_3_5,2019,0,0
37,E,3,6,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_3_6,2019,0,0
37,E,4,2,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_4_2,2019,0,0
37,E,4,3,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_4_3,2019,0,0
37,E,4,4,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_4_4,2019,0,0
37,E,4,5,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_4_5,2019,0,0
37,E,4,6,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_4_6,2019,0,0
37,E,5,1,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_5_1,2019,0,0
37,E,5,2,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_5_2,2019,0,0
37,E,5,3,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_5_3,2019,0,0
37,E,5,4,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_5_4,2019,0,0
37,E,5,5,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_5_5,2019,0,0
37,E,5,6,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_5_6,2019,0,0
37,E,6,1,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_6_1,2019,0,0
37,E,6,2,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_6_2,2019,0,0
37,E,6,3,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_6_3,2019,0,0
37,E,6,4,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_6_4,2019,0,0
37,E,6,5,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_6_5,2019,0,0
37,E,6,6,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_6_6,2019,0,0
37,E,7,1,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_7_1,2019,0,0
37,E,7,2,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_7_2,2019,0,0
37,E,7,3,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_7_3,2019,0,0
37,E,7,4,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_7_4,2019,0,0
37,E,7,5,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_7_5,2019,0,0
37,E,7,6,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_7_6,2019,0,0
37,E,8,1,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_8_1,2019,0,0
37,E,8,2,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_8_2,2019,0,0
37,E,8,3,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_8_3,2019,0,0
37,E,8,4,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_8_4,2019,0,0
37,E,8,5,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_8_5,2019,0,0
37,E,8,6,4-year,3,conv,conv,soybean,S4,0,0,0,0,37_E_8_6,2019,0,0
37,W,1,1,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_1_1,2019,0,0
37,W,1,2,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_1_2,2019,0,0
37,W,1,3,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_1_3,2019,0,0
37,W,1,4,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_1_4,2019,0,0
37,W,1,5,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_1_5,2019,0,0
37,W,1,6,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_1_6,2019,0,0
37,W,2,1,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_2_1,2019,0,0
37,W,2,2,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_2_2,2019,0,0
37,W,2,3,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_2_3,2019,0,0
37,W,2,4,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_2_4,2019,0,0
37,W,2,5,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_2_5,2019,0,0
37,W,2,6,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_2_6,2019,0,0
37,W,3,1,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_3_1,2019,0,0
37,W,3,2,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_3_2,2019,0,0
37,W,3,3,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_3_3,2019,0,0
37,W,3,4,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_3_4,2019,0,0
37,W,3,5,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_3_5,2019,0,0
37,W,3,6,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_3_6,2019,0,0
37,W,4,1,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_4_1,2019,0,0
37,W,4,2,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_4_2,2019,0,0
37,W,4,3,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_4_3,2019,0,0
37,W,4,4,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_4_4,2019,0,0
37,W,4,5,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_4_5,2019,0,0
37,W,4,6,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_4_6,2019,0,0
37,W,5,1,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_5_1,2019,0,0
37,W,5,2,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_5_2,2019,0,0
37,W,5,3,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_5_3,2019,0,0
37,W,5,4,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_5_4,2019,0,0
37,W,5,5,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_5_5,2019,0,0
37,W,5,6,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_5_6,2019,0,0
37,W,6,1,4-year,3,conv,low,soybean,S4,0,0,0,0,37_W_6_1,2019,0,0
